,route_name,grade,route_id,beta_id,states,holds
21,AN EASY PROBLEM,6B+,20153,21.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
22,AN EASY PROBLEM,6B+,20153,22.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b0', 'rf': 'f0'}, {'lh': 'f5', 'rh': 'h10', 'lf': None, 'rf': 'f0'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'f0', 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f0', 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f0', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': 'h0'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': None}, {'lh': 'g18', 'rh': 'g18', 'lf': 'e8', 'rf': None}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
23,AN EASY PROBLEM,6B+,20153,23.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'h10', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'h10', 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
24,AN EASY PROBLEM,6B+,20153,24.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'e8', 'rh': 'f5', 'lf': 'd0', 'rf': 'f0'}, {'lh': 'e8', 'rh': 'h10', 'lf': None, 'rf': None}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'g13', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'g13', 'rf': None}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
25,AN EASY PROBLEM,6B+,20153,25.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd0', 'rf': 'f0'}, {'lh': 'f5', 'rh': 'h10', 'lf': None, 'rf': 'f0'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'h10', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'h10', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e15', 'rh': 'h10', 'lf': 'e8', 'rf': None}, {'lh': 'e15', 'rh': 'h10', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': None, 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
26,AN EASY PROBLEM,6B+,20153,26.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'h10', 'lf': 'd0', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'd0', 'rf': 'h0'}, {'lh': 'e8', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': 'f5', 'rf': None}, {'lh': 'g13', 'rh': 'h10', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': None, 'rf': 'f5'}, {'lh': 'g13', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': None}, {'lh': 'e15', 'rh': 'g13', 'lf': 'f5', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g13', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': None, 'rf': 'h10'}, {'lh': 'e15', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}, {'lh': 'g18', 'rh': 'g18', 'lf': 'e8', 'rf': 'h10'}]","['F5', 'E8', 'H10', 'G13', 'E15', 'G18']"
27,ASTRO CREEP,6B+,273016,27.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'h0', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'h0', 'rf': 'j5'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': 'g6'}, {'lh': 'e12', 'rh': 'e13', 'lf': None, 'rf': 'g6'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': None}, {'lh': 'e16', 'rh': 'e13', 'lf': 'g6', 'rf': None}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': None}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': 'e12', 'rf': 'g9'}, {'lh': 'i18', 'rh': 'i18', 'lf': 'e12', 'rf': 'g9'}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
28,ASTRO CREEP,6B+,273016,28.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': 'f0', 'rf': 'j0'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'f0', 'rf': 'j0'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j5', 'rf': 'j0'}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': None, 'rf': 'j5'}, {'lh': 'e12', 'rh': 'g9', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': 'g9', 'rf': None}, {'lh': 'i18', 'rh': 'i18', 'lf': 'g9', 'rf': None}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
29,ASTRO CREEP,6B+,273016,29.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'h0', 'rf': 'h-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'h0', 'rf': 'j5'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': None, 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': None, 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': None}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': 'e12', 'rf': 'g9'}, {'lh': 'i18', 'rh': 'i18', 'lf': 'e12', 'rf': 'g9'}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
30,ASTRO CREEP,6B+,273016,30.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': None, 'rf': 'f-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': None, 'rf': None}, {'lh': 'g6', 'rh': 'g9', 'lf': None, 'rf': 'j5'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': None, 'rf': 'g6'}, {'lh': 'e12', 'rh': 'e13', 'lf': None, 'rf': 'g6'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': None}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': None}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': 'e12'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': 'e12'}, {'lh': 'e16', 'rh': 'i18', 'lf': 'e13', 'rf': 'e12'}, {'lh': 'i18', 'rh': 'i18', 'lf': 'e13', 'rf': 'e12'}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
31,ASTRO CREEP,6B+,273016,31.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': None, 'rf': 'f-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': None, 'rf': 'f-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'f0', 'rf': 'f-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'f0', 'rf': 'j5'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': 'j5', 'rf': None}, {'lh': 'e12', 'rh': 'g9', 'lf': None, 'rf': 'j5'}, {'lh': 'e12', 'rh': 'g9', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': None, 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': None}, {'lh': 'e16', 'rh': 'i18', 'lf': 'e12', 'rf': None}, {'lh': 'i18', 'rh': 'i18', 'lf': 'e12', 'rf': None}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
32,ASTRO CREEP,6B+,273016,32.0,"[{'lh': 'g6', 'rh': 'j5', 'lf': 'f-1', 'rf': 'j-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'f-1', 'rf': 'j-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j0', 'rf': 'j-1'}, {'lh': 'g6', 'rh': 'g9', 'lf': 'j0', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'g9', 'lf': None, 'rf': 'j5'}, {'lh': 'e12', 'rh': 'g9', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'j5'}, {'lh': 'e12', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'e13', 'lf': 'g6', 'rf': 'g9'}, {'lh': 'e16', 'rh': 'i18', 'lf': None, 'rf': None}, {'lh': 'e16', 'rh': 'i18', 'lf': 'g9', 'rf': None}, {'lh': 'e16', 'rh': 'i18', 'lf': 'g9', 'rf': 'g9'}, {'lh': 'i18', 'rh': 'i18', 'lf': 'g9', 'rf': 'g9'}]","['E12', 'E13', 'E16', 'G6', 'G9', 'I18', 'J5']"
33,ATTIC V - 2,6B+,307689,33.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': 'd0', 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': 'd0', 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': None, 'rf': 'e8'}, {'lh': 'e13', 'rh': 'i14', 'lf': None, 'rf': 'e8'}, {'lh': 'e13', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': None, 'rf': 'e8'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e13', 'rf': 'e8'}, {'lh': 'h16', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
34,ATTIC V - 2,6B+,307689,34.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'b0', 'rf': 'f-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': None, 'rf': 'e8'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e13', 'rf': 'e8'}, {'lh': 'h16', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
35,ATTIC V - 2,6B+,307689,35.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'b0', 'rf': 'f-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': None, 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
36,ATTIC V - 2,6B+,307689,36.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'b-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'b0', 'rf': 'f-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': 'b0', 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'e13', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'e13', 'lf': 'f5', 'rf': None}, {'lh': 'd12', 'rh': 'e13', 'lf': 'f5', 'rf': None}, {'lh': 'd12', 'rh': 'e13', 'lf': None, 'rf': 'f5'}, {'lh': 'd12', 'rh': 'i14', 'lf': None, 'rf': 'f5'}, {'lh': 'd12', 'rh': 'i14', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': None, 'rf': 'e8'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'd12', 'rf': 'e8'}, {'lh': 'h16', 'rh': 'k18', 'lf': None, 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
37,ATTIC V - 2,6B+,307689,37.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'f0', 'rf': 'f-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': None, 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'i14', 'lf': None, 'rf': 'e8'}, {'lh': 'h16', 'rh': 'i14', 'lf': 'd12', 'rf': 'e8'}, {'lh': 'h16', 'rh': 'k18', 'lf': None, 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
38,ATTIC V - 2,6B+,307689,38.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd0', 'rf': 'h-1'}, {'lh': 'b10', 'rh': 'e8', 'lf': 'd0', 'rf': None}, {'lh': 'b10', 'rh': 'e8', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'b10', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'd12', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'i14', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'e13', 'rh': 'h16', 'lf': 'e8', 'rf': None}, {'lh': 'e13', 'rh': 'h16', 'lf': None, 'rf': 'e8'}, {'lh': 'e13', 'rh': 'h16', 'lf': 'e13', 'rf': 'e8'}, {'lh': 'e13', 'rh': 'k18', 'lf': None, 'rf': None}, {'lh': 'e13', 'rh': 'k18', 'lf': 'e13', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'e13', 'rf': None}]","['F5', 'E8', 'B10', 'D12', 'E13', 'I14', 'H16', 'K18']"
39,BISCUITS AND GRAVY,6B+,64714,39.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'c10', 'rh': 'e8', 'lf': 'd0', 'rf': None}, {'lh': 'c10', 'rh': 'e8', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'j13', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'j13', 'lf': None, 'rf': 'f11'}, {'lh': 'h16', 'rh': 'k16', 'lf': None, 'rf': 'f11'}, {'lh': 'h16', 'rh': 'k18', 'lf': None, 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': None, 'rf': 'j13'}, {'lh': 'k18', 'rh': 'k18', 'lf': None, 'rf': 'j13'}]","['C10', 'E8', 'E13', 'F11', 'F5', 'H16', 'J13', 'K16', 'K18']"
40,BISCUITS AND GRAVY,6B+,64714,40.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd-1', 'rf': 'h-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd0', 'rf': 'h-1'}, {'lh': 'c10', 'rh': 'e8', 'lf': 'd0', 'rf': None}, {'lh': 'c10', 'rh': 'e8', 'lf': 'd0', 'rf': 'f5'}, {'lh': 'c10', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'c10', 'rh': 'f11', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'f11', 'lf': 'f5', 'rf': None}, {'lh': 'e13', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'j13', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'j13', 'lf': None, 'rf': 'e8'}, {'lh': 'h16', 'rh': 'j13', 'lf': 'f11', 'rf': 'e8'}, {'lh': 'h16', 'rh': 'k16', 'lf': 'f11', 'rf': None}, {'lh': 'h16', 'rh': 'k18', 'lf': 'f11', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'f11', 'rf': None}]","['C10', 'E8', 'E13', 'F11', 'F5', 'H16', 'J13', 'K16', 'K18']"
41,BISCUITS AND GRAVY,6B+,64714,41.0,"[{'lh': 'f5', 'rh': 'f5', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'f5', 'rh': 'e8', 'lf': 'd0', 'rf': 'f-1'}, {'lh': 'c10', 'rh': 'e8', 'lf': 'd0', 'rf': None}, {'lh': 'c10', 'rh': 'e8', 'lf': 'd0', 'rf': 'f5'}, {'lh': 'c10', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'f11', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': None, 'rf': 'f5'}, {'lh': 'e13', 'rh': 'j13', 'lf': 'e8', 'rf': 'f5'}, {'lh': 'h16', 'rh': 'j13', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'k16', 'lf': 'e8', 'rf': None}, {'lh': 'h16', 'rh': 'k16', 'lf': 'e8', 'rf': 'f11'}, {'lh': 'h16', 'rh': 'k16', 'lf': 'f11', 'rf': None}, {'lh': 'k18', 'rh': 'k16', 'lf': 'f11', 'rf': None}, {'lh': 'k18', 'rh': 'k18', 'lf': 'f11', 'rf': None}]","['C10', 'E8', 'E13', 'F11', 'F5', 'H16', 'J13', 'K16', 'K18']"
